likes,sport,followers,statuses_count,text_stemmed,text_lemmatized,text_string
0,chess,14,201,"['play', 'checker', 'play', 'checker', 'somebodi', 'els', 'like', 'realli', 'smart', 'mayb', 'play', 'chess', 'mean', 'good', 'ahead', 'least', 'savvi', 'could', 'know']","['playing', 'checker', 'playing', 'checker', 'somebody', 'else', 'like', 'really', 'smart', 'maybe', 'playing', 'chess', 'mean', 'good', 'ahead', 'least', 'savvy', 'could', 'know']",playing  checker  playing  checker  somebody  else  like  really  smart  maybe  playing  chess  mean  good  ahead  least  savvy  could  know
0,chess,1164,58095,"['fanci', 'chess', 'set']","['fancy', 'chess', 'set']",fancy  chess  set
62,chess,3367,3751,"['well', 'play', 'game', 'life', 'come', 'sum', 'choic', 'whatev', 'decid', 'chess', 'piec', 'chess', 'player', 'everyday', 'life', 'lesson', 'everyday', 'life', 'lesson']","['well', 'play', 'game', 'life', 'come', 'sum', 'choice', 'whatever', 'decide', 'chess', 'piece', 'chess', 'player', 'everyday', 'life', 'lesson', 'everyday', 'life', 'lesson']",well  play  game  life  come  sum  choice  whatever  decide  chess  piece  chess  player  everyday  life  lesson  everyday  life  lesson
0,chess,243,289,"['home', 'game', 'week', 'leagu', 'leagu', 'busi', 'night']","['home', 'game', 'week', 'league', 'league', 'busy', 'night']",home  game  week  league  league  busy  night
1,chess,2167,39318,"['look', 'scene', 'clown', 'hide', 'old', 'guard', 'panick', 'know', 'time', 'short', 'know', 'server']","['look', 'scene', 'clown', 'hide', 'old', 'guard', 'panicking', 'know', 'time', 'short', 'know', 'server']",look  scene  clown  hide  old  guard  panicking  know  time  short  know  server
0,chess,73,2790,"['armi', 'go', 'insan', 'attack', 'side', 'union', 'amp', 'afghan', 'blow', 'nuke', 'vest', 'like', 'watch', 'game', 'chess', 'right', 'stalem', 'mode', 'check', 'mate']","['army', 'go', 'insane', 'attack', 'side', 'union', 'amp', 'afghan', 'blow', 'nuke', 'vest', 'like', 'watch', 'game', 'chess', 'right', 'stalemate', 'mode', 'check', 'mate']",army  go  insane  attack  side  union  amp  afghan  blow  nuke  vest  like  watch  game  chess  right  stalemate  mode  check  mate
1,chess,47,635,"['eloqu', 'two', 'chess', 'set', 'duct', 'tape', 'togeth']","['eloquence', 'two', 'chess', 'set', 'duct', 'taped', 'together']",eloquence  two  chess  set  duct  taped  together
0,chess,78,1704,"['year', 'play', 'togeth', 'starter', 'guy', 'come', 'age', 'fun', 'watch', 'give', 'freedom', 'play', 'chess', 'piec', 'vs', 'checker']","['year', 'playing', 'together', 'starter', 'guy', 'coming', 'age', 'fun', 'watch', 'give', 'freedom', 'play', 'chess', 'piece', 'v', 'checker']",year  playing  together  starter  guy  coming  age  fun  watch  give  freedom  play  chess  piece  v  checker
0,chess,474,35842,"['wish', 'sweet', 'tea', 'amp', 'chess', 'pie']","['wish', 'sweet', 'tea', 'amp', 'chess', 'pie']",wish  sweet  tea  amp  chess  pie
3,chess,323,22657,"['studi', 'exam', 'done', 'read', 'least', 'submit', 'homework', 'checker', 'chess']","['studied', 'exam', 'done', 'reading', 'least', 'submitted', 'homework', 'checker', 'chess']",studied  exam  done  reading  least  submitted  homework  checker  chess
0,chess,109,220,"['chess', 'look', 'awesom', 'bring', 'isl', 'man', 'ill', 'buy', 'coupl', 'pleas']","['chess', 'look', 'awesome', 'bring', 'isle', 'man', 'ill', 'buy', 'couple', 'please']",chess  look  awesome  bring  isle  man  ill  buy  couple  please
0,chess,712,7459,"['he', 'play', 'dimension', 'chess', 'heart']","['he', 'playing', 'dimensional', 'chess', 'heart']",he  playing  dimensional  chess  heart
532,chess,12895,14974,"['guy', 'deep', 'someon', 'like', 'attempt', 'trademark', 'name', 'three', 'shot', 'tequila', 'everi', 'singl', 'person', 'would', 'fume', 'one', 'person', 'would', 'say', 'chess', 'move', 'black', 'excel']","['guy', 'deep', 'someone', 'like', 'attempted', 'trademark', 'name', 'three', 'shot', 'tequila', 'every', 'single', 'person', 'would', 'fuming', 'one', 'person', 'would', 'say', 'chess', 'move', 'black', 'excellence']",guy  deep  someone  like  attempted  trademark  name  three  shot  tequila  every  single  person  would  fuming  one  person  would  say  chess  move  black  excellence
1131,chess,15050,6189,"['tri', 'break', 'wrist', 'xv']","['try', 'break', 'wrist', 'xv']",try  break  wrist  xv
1,chess,403,1182,"['ave', 'ill', 'chess', 'put', 'dope', 'perform', 'dope', 'born', 'legaci', 'classic', 'night', 'dope', 'individu', 'well']","['ave', 'ill', 'chess', 'put', 'dope', 'performance', 'dope', 'born', 'legacy', 'classic', 'night', 'dope', 'individual', 'well']",ave  ill  chess  put  dope  performance  dope  born  legacy  classic  night  dope  individual  well
106,chess,8108,56248,"['count', 'softwar', 'bug', 'use', 'count', 'captur', 'chess', 'piec', 'count', 'tell', 'piec', 'captur', 'piec', 'remain', 'play', 'posit', 'piec', 'play', 'skill', 'player']","['counting', 'software', 'bug', 'useful', 'counting', 'captured', 'chess', 'piece', 'count', 'tell', 'piece', 'captured', 'piece', 'remain', 'play', 'position', 'piece', 'play', 'skill', 'player']",counting  software  bug  useful  counting  captured  chess  piece  count  tell  piece  captured  piece  remain  play  position  piece  play  skill  player
1,chess,1807,22985,"['ye', 'tri', 'hard', 'play', 'chess', 'clue', 'whatsoev']","['yes', 'trying', 'hard', 'play', 'chess', 'clue', 'whatsoever']",yes  trying  hard  play  chess  clue  whatsoever
2,chess,1071,74411,"['chess', 'come', 'handi']","['chess', 'come', 'handy']",chess  come  handy
0,chess,235,27538,"['black', 'male', 'child', 'favor', 'teach', 'master', 'chess']","['black', 'male', 'child', 'favor', 'teach', 'master', 'chess']",black  male  child  favor  teach  master  chess
1,chess,455,7055,"['want', 'play', 'chess', 'park', 'beauti']","['want', 'play', 'chess', 'park', 'beautiful']",want  play  chess  park  beautiful
0,chess,770,20100,"['play', 'chess']","['play', 'chess']",play  chess
2,chess,150,6670,"['know', 'could', 'tower', 'chess', 'piec', 'gotta', 'high', 'enough', 'good', 'know']","['know', 'could', 'tower', 'chess', 'piece', 'gotta', 'high', 'enough', 'good', 'know']",know  could  tower  chess  piece  gotta  high  enough  good  know
7,chess,486,2739,"['shape', 'shift', 'parallel', 'univers', 'myer', 'vs', 'chess', 'reaction', 'truth']","['shape', 'shifting', 'parallel', 'universe', 'myers', 'v', 'chess', 'reaction', 'truth']",shape  shifting  parallel  universe  myers  v  chess  reaction  truth
2,chess,550,11260,"['know', 'right', 'grow', 'impati', 'major', 'chess', 'piec', 'final', 'fall', 'drat', 'side', 'far', 'zero', 'consequ', 'ton', 'ton', 'evid', 'would', 'hung', 'long', 'ago']","['know', 'right', 'growing', 'impatient', 'major', 'chess', 'piece', 'finally', 'fall', 'drat', 'side', 'far', 'zero', 'consequence', 'ton', 'ton', 'evidence', 'would', 'hung', 'long', 'ago']",know  right  growing  impatient  major  chess  piece  finally  fall  drat  side  far  zero  consequence  ton  ton  evidence  would  hung  long  ago
21,chess,43098,39525,"['right', 'move', 'crown', 'nation', 'midget', 'featur', 'amidst', 'high', 'speed', 'game', 'chess', 'got', 'make', 'right', 'move', 'right', 'time', 'recap', 'gt', 'gt']","['right', 'move', 'crown', 'national', 'midget', 'feature', 'amidst', 'high', 'speed', 'game', 'chess', 'got', 'make', 'right', 'move', 'right', 'time', 'recap', 'gt', 'gt']",right  move  crown  national  midget  feature  amidst  high  speed  game  chess  got  make  right  move  right  time  recap  gt  gt
1,chess,71,1656,"['fuck', 'mark', 'bug', 'free', 'chess', 'greatest', 'game', 'time', 'hell', 'fun']","['fuck', 'mark', 'bug', 'free', 'chess', 'greatest', 'game', 'time', 'hell', 'fun']",fuck  mark  bug  free  chess  greatest  game  time  hell  fun
2,chess,5025,14367,"['gave', 'minut', 'came', 'save', 'clap', 'lucki', 'subscrib', 'page', 'recap', 'chess', 'vs', 'myer', 'via']","['gave', 'minute', 'came', 'saved', 'clapping', 'lucky', 'subscribe', 'page', 'recap', 'chess', 'v', 'myers', 'via']",gave  minute  came  saved  clapping  lucky  subscribe  page  recap  chess  v  myers  via
0,chess,117,2121,"['alway', 'chess', 'checker']","['always', 'chess', 'checker']",always  chess  checker
0,chess,315,1299,"['get', 'verbal', 'pointless', 'chess', 'one', 'winner', 'got', 'dog']","['getting', 'verbals', 'pointless', 'chess', 'one', 'winner', 'got', 'dog']",getting  verbals  pointless  chess  one  winner  got  dog
0,chess,120,178,"['want', 'ever', 'play', 'chess']","['want', 'ever', 'play', 'chess']",want  ever  play  chess
0,chess,145,7582,"['bear', 'pass', 'beat', 'divis', 'rival', 'chess', 'checker']","['bear', 'passed', 'beat', 'division', 'rival', 'chess', 'checker']",bear  passed  beat  division  rival  chess  checker
8,chess,59,295,"['go', 'wrestl', 'nephew', 'today', 'play', 'chess', 'teach', 'art']","['going', 'wrestle', 'nephew', 'today', 'play', 'chess', 'teaching', 'art']",going  wrestle  nephew  today  play  chess  teaching  art
0,chess,12882,141823,['chess'],['chess'],chess
68,chess,17096,360163,"['inmat', 'play', 'chess', 'prison', 'cell']","['inmate', 'playing', 'chess', 'prison', 'cell']",inmate  playing  chess  prison  cell
0,chess,1646,31004,"['got', 'got', 'chess']","['got', 'got', 'chess']",got  got  chess
292,chess,187793,85671,"['play', 'hand', 'pleas', 'defin', 'think', 'reaction', 'oppon', 'take', 'account', 'possibl', 'reaction', 'ye', 'like', 'half', 'decent', 'chess', 'player', 'right', 'thing', 'wrong', 'thing', 'scare', 'reaction']","['playing', 'hand', 'please', 'defined', 'think', 'reaction', 'opponent', 'take', 'account', 'possible', 'reaction', 'yes', 'like', 'half', 'decent', 'chess', 'player', 'right', 'thing', 'wrong', 'thing', 'scared', 'reaction']",playing  hand  please  defined  think  reaction  opponent  take  account  possible  reaction  yes  like  half  decent  chess  player  right  thing  wrong  thing  scared  reaction
0,chess,693,26058,"['mayb', 'without', 'info', 'even', 'know', 'whole', 'game', 'chess', 'head', 'bare', 'rememb', 'horsey', 'move', 'sure', 'make', 'grin', 'bigli']","['maybe', 'without', 'info', 'even', 'know', 'whole', 'game', 'chess', 'head', 'barely', 'remember', 'horsey', 'move', 'sure', 'making', 'grin', 'bigly']",maybe  without  info  even  know  whole  game  chess  head  barely  remember  horsey  move  sure  making  grin  bigly
3,chess,930,28748,"['one', 'perform', 'royal', 'chess', 'match', 'recogn', 'villain', 'enterpris', 'shirt', 'wear']","['one', 'performer', 'royal', 'chess', 'match', 'recognized', 'villain', 'enterprise', 'shirt', 'wearing']",one  performer  royal  chess  match  recognized  villain  enterprise  shirt  wearing
1,chess,50,761,"['play', 'chess', 'align', 'case', 'get', 'bag', 'say', 'forefront', 'us', 'get', 'tangibl', 'sir', 'keep', 'co', 'sign', 'good']","['playing', 'chess', 'aligning', 'case', 'get', 'bag', 'say', 'forefront', 'u', 'get', 'tangibles', 'sir', 'keep', 'co', 'sign', 'good']",playing  chess  aligning  case  get  bag  say  forefront  u  get  tangibles  sir  keep  co  sign  good
0,chess,2,37,"['outsid', 'whip', 'chess', 'let', 'differ', 'type', 'practic', 'instead', 'normal', 'follow', 'move', 'suggest', 'whip', 'floor', 'clean', 'know', 'even', 'save', 'beginn', 'vs']","['outside', 'whip', 'chess', 'let', 'different', 'type', 'practice', 'instead', 'normally', 'follow', 'move', 'suggestion', 'whipped', 'floor', 'clean', 'know', 'even', 'save', 'beginner', 'v']",outside  whip  chess  let  different  type  practice  instead  normally  follow  move  suggestion  whipped  floor  clean  know  even  save  beginner  v
0,chess,384,94304,"['chess', 'everyon', 'els', 'play', 'checker']","['chess', 'everyone', 'else', 'play', 'checker']",chess  everyone  else  play  checker
1,chess,143,2854,"['seven', 'see', 'battl', 'ask', 'know', 'chess', 'cold', 'tho']","['seven', 'see', 'battle', 'asking', 'know', 'chess', 'cold', 'tho']",seven  see  battle  asking  know  chess  cold  tho
0,chess,2644,5808,"['news', 'congratul', 'year', 'count', 'wife']","['news', 'congratulation', 'year', 'counting', 'wife']",news  congratulation  year  counting  wife
0,chess,956,55310,"['chess', 'st', 'amp', 'rd']","['chess', 'st', 'amp', 'rd']",chess  st  amp  rd
0,chess,162,2842,"['post', 'photo', 'feel', 'power', 'chess', 'academi']","['posted', 'photo', 'feel', 'power', 'chess', 'academy']",posted  photo  feel  power  chess  academy
2,chess,1277,43555,"['play', 'chess']","['play', 'chess']",play  chess
14,chess,93922,68408,"['ran', 'game', 'foresight', 'chess', 'grandmast', 'acquir', 'deepest', 'trust', 'player', 'tom', 'tribut', 'futur', 'hall', 'manag', 'final', 'game']","['ran', 'game', 'foresight', 'chess', 'grandmaster', 'acquired', 'deepest', 'trust', 'player', 'tom', 'tribute', 'future', 'hall', 'manages', 'final', 'game']",ran  game  foresight  chess  grandmaster  acquired  deepest  trust  player  tom  tribute  future  hall  manages  final  game
0,chess,59,833,"['chess', 'player', 'burn', 'calori', 'day', 'three', 'time', 'averag', 'person', 'consum', 'per', 'day', 'expert', 'say', 'base', 'top', 'player', 'breath', 'rate', 'blood', 'pressur', 'muscl', 'contract', 'stress', 'respons', 'chess', 'par']","['chess', 'player', 'burn', 'calorie', 'day', 'three', 'time', 'average', 'person', 'consumes', 'per', 'day', 'expert', 'say', 'based', 'top', 'player', 'breathing', 'rate', 'blood', 'pressure', 'muscle', 'contraction', 'stress', 'response', 'chess', 'par']",chess  player  burn  calorie  day  three  time  average  person  consumes  per  day  expert  say  based  top  player  breathing  rate  blood  pressure  muscle  contraction  stress  response  chess  par
0,chess,75,4706,"['also', 'parodi', 'account', 'chang', 'tweet', 'includ', 'shark', 'refer', 'chess', 'master', 'presid', 'folk']","['also', 'parody', 'account', 'change', 'tweet', 'include', 'shark', 'reference', 'chess', 'master', 'president', 'folk']",also  parody  account  change  tweet  include  shark  reference  chess  master  president  folk
0,chess,1707,4592,['chess'],['chess'],chess
0,chess,1798,251056,"['defens', 'guy', 'high', 'score', 'game', 'fun', 'overtli', 'senseless', 'like', 'chess', 'match', 'defens', 'game']","['defense', 'guy', 'high', 'score', 'game', 'fun', 'overtly', 'senseless', 'like', 'chess', 'match', 'defensive', 'game']",defense  guy  high  score  game  fun  overtly  senseless  like  chess  match  defensive  game
0,chess,3850,23318,"['chess', 'keyboard', 'use', 'write', 'chess', 'game', 'note', 'chess', 'notat', 'android']","['chess', 'keyboard', 'useful', 'writing', 'chess', 'game', 'note', 'chess', 'notation', 'android']",chess  keyboard  useful  writing  chess  game  note  chess  notation  android
6,chess,3730,11210,"['life', 'simpl', 'attach', 'chess', 'board', 'tabl', 'put', 'sign', 'chess', 'piec', 'pick', 'relax', 'enjoy', 'coffe', 'tea', 'moment']","['life', 'simple', 'attach', 'chess', 'board', 'table', 'put', 'sign', 'chess', 'piece', 'picked', 'relax', 'enjoy', 'coffee', 'tea', 'moment']",life  simple  attach  chess  board  table  put  sign  chess  piece  picked  relax  enjoy  coffee  tea  moment
0,chess,1055,16916,['chess'],['chess'],chess
0,chess,273,6010,"['chess', 'game', 'match', 'play', 'vs', 'master', 'th', 'open', 'queen', 'pawn', 'game']","['chess', 'game', 'match', 'played', 'v', 'master', 'th', 'open', 'queen', 'pawn', 'game']",chess  game  match  played  v  master  th  open  queen  pawn  game
1,chess,267,1659,"['got', 'addict', 'chess']","['got', 'addicted', 'chess']",got  addicted  chess
1,chess,4265,48175,"['watch', 'got', 'win', 'chess', 'vs']","['watching', 'got', 'winning', 'chess', 'v']",watching  got  winning  chess  v
0,chess,106,43,['chess'],['chess'],chess
1,chess,335,14731,"['pleas', 'tell', 'guy', 'play', 'chess', 'someth']","['please', 'tell', 'guy', 'playing', 'chess', 'something']",please  tell  guy  playing  chess  something
0,chess,233,2770,"['woman', 'fell', 'set', 'chess', 'like', 'boss']","['woman', 'fell', 'set', 'chess', 'like', 'bos']",woman  fell  set  chess  like  bos
32,chess,2131,6351,"['emperor', 'realli', 'play', 'chess', 'like', 'death', 'seventh', 'seal', 'that', 'clear', 'want', 'die', 'actor', 'play', 'also', 'play', 'knight', 'play', 'chess', 'vs', 'death', 'th', 'seal', 'open', 'old', 'knight', 'face', 'death', 'embodi']","['emperor', 'really', 'playing', 'chess', 'like', 'death', 'seventh', 'seal', 'thats', 'clear', 'want', 'die', 'actor', 'played', 'also', 'played', 'knight', 'played', 'chess', 'v', 'death', 'th', 'seal', 'opened', 'old', 'knight', 'facing', 'death', 'embodied']",emperor  really  playing  chess  like  death  seventh  seal  thats  clear  want  die  actor  played  also  played  knight  played  chess  v  death  th  seal  opened  old  knight  facing  death  embodied
0,chess,4623,112375,"['chess', 'move']","['chess', 'move']",chess  move
175,chess,1563,19724,"['peopl', 'say', 'myer', 'vs', 'chess', 'look']","['people', 'saying', 'myers', 'v', 'chess', 'looked']",people  saying  myers  v  chess  looked
1,chess,826,44488,"['that', 'clever', 'chess']","['thats', 'cleverness', 'chess']",thats  cleverness  chess
0,chess,8,11217,"['play', 'chess', 'echo', 'chamber', 'tri', 'extinguish', 'mitig', 'conserv', 'media', 'network', 'misinform', 'anyon', 'understand', 'fact', 'know', 'decept']","['playing', 'chess', 'echo', 'chamber', 'tried', 'extinguish', 'mitigate', 'conservative', 'medium', 'network', 'misinformation', 'anyone', 'understanding', 'fact', 'know', 'deception']",playing  chess  echo  chamber  tried  extinguish  mitigate  conservative  medium  network  misinformation  anyone  understanding  fact  know  deception
0,chess,1807,22985,"['think', 'know', 'play', 'chess']","['think', 'know', 'play', 'chess']",think  know  play  chess
0,chess,896,1476,"['treat', 'life', 'like', 'game', 'chess', 'think', 'mani', 'move', 'ahead', 'oppon', 'possibl', 'caus', 'one', 'wrong', 'lazi', 'move', 'set', 'life', 'back', 'push', 'forward', 'life', 'posit', 'track']","['treat', 'life', 'like', 'game', 'chess', 'think', 'many', 'move', 'ahead', 'opponent', 'possible', 'cause', 'one', 'wrong', 'lazy', 'move', 'set', 'life', 'back', 'push', 'forward', 'life', 'positive', 'track']",treat  life  like  game  chess  think  many  move  ahead  opponent  possible  cause  one  wrong  lazy  move  set  life  back  push  forward  life  positive  track
0,chess,84429,376990,"['world', 'chess', 'champion', 'vs', 'gm', 'banter', 'blitz', 'cup']","['world', 'chess', 'champion', 'v', 'gm', 'banter', 'blitz', 'cup']",world  chess  champion  v  gm  banter  blitz  cup
0,chess,3,46,"['hello', 'would', 'like', 'play', 'simpl', 'game', 'chess']","['hello', 'would', 'like', 'play', 'simple', 'game', 'chess']",hello  would  like  play  simple  game  chess
1,chess,654,28825,"['well', 'standard', 'answer', 'chess', 'million', 'seal', 'indict', 'drain', 'swamp', 'someth']","['well', 'standard', 'answer', 'chess', 'million', 'sealed', 'indictment', 'drain', 'swamp', 'something']",well  standard  answer  chess  million  sealed  indictment  drain  swamp  something
0,chess,130,2821,"['ignor', 'fact', 'big', 'brain', 'high', 'chess', 'decidedli', 'felt', 'like', 'make', 'killer', 'lasagna', 'tonight', 'realli', 'import', 'end', 'day']","['ignore', 'fact', 'big', 'brain', 'high', 'chess', 'decidedly', 'felt', 'like', 'making', 'killer', 'lasagna', 'tonight', 'really', 'important', 'end', 'day']",ignore  fact  big  brain  high  chess  decidedly  felt  like  making  killer  lasagna  tonight  really  important  end  day
0,chess,2095,68390,"['one', 'player', 'chess', 'tic', 'toe']","['one', 'player', 'chess', 'tic', 'toe']",one  player  chess  tic  toe
0,chess,153,7745,"['boy', 'killer', 'littl', 'side', 'deal', 'could', 'cost', 'ghost', 'tommi', 'live', 'easili', 'play', 'chess', 'ass', 'even', 'play', 'checker']","['boy', 'killer', 'little', 'side', 'deal', 'could', 'cost', 'ghost', 'tommy', 'life', 'easily', 'playing', 'chess', 'as', 'even', 'playing', 'checker']",boy  killer  little  side  deal  could  cost  ghost  tommy  life  easily  playing  chess  as  even  playing  checker
0,chess,243,16446,"['cant', 'middl', 'man', 'game', 'chess']","['cant', 'middle', 'man', 'game', 'chess']",cant  middle  man  game  chess
0,chess,1807,22985,"['late', 'info', 'late', 'august', 'held', 'tri', 'play', 'chess', 'clue']","['lately', 'info', 'late', 'august', 'held', 'trying', 'play', 'chess', 'clue']",lately  info  late  august  held  trying  play  chess  clue
0,chess,682,16167,"['never', 'seen', 'chess', 'metaphor']","['never', 'seen', 'chess', 'metaphor']",never  seen  chess  metaphor
0,chess,886,367,"['play', 'fantasi', 'chess', 'set']","['play', 'fantasy', 'chess', 'set']",play  fantasy  chess  set
0,chess,347,8323,"['got', 'told', 'chess', 'look', 'battl', 'see', 'debat', 'battl']","['got', 'told', 'chess', 'look', 'battle', 'see', 'debatable', 'battle']",got  told  chess  look  battle  see  debatable  battle
0,chess,34,785,"['she', 'chess', 'shit']","['shes', 'chess', 'shit']",shes  chess  shit
26,chess,1663286,209375,"['literari', 'creation', 'artist', 'illustr', 'book', 'realiti', 'mix', 'chess', 'box', 'play', 'flesh', 'occasion', 'blood', 'across', 'world']","['literary', 'creation', 'artist', 'illustrated', 'book', 'reality', 'mix', 'chess', 'boxing', 'played', 'flesh', 'occasionally', 'blood', 'across', 'world']",literary  creation  artist  illustrated  book  reality  mix  chess  boxing  played  flesh  occasionally  blood  across  world
4,chess,367,87334,"['talk', 'know', 'dead', 'mean']","['talking', 'know', 'dead', 'mean']",talking  know  dead  mean
0,chess,4154,134589,"['chess', 'super', 'fire', 'slump', 'fuck', 'chess', 'sinc', 'smack']","['chess', 'super', 'fire', 'slump', 'fucking', 'chess', 'since', 'smack']",chess  super  fire  slump  fucking  chess  since  smack
0,chess,381,23044,"['honestli', 'believ', 'defens', 'best', 'confer', 'cant', 'wait', 'see', 'chess', 'match']","['honestly', 'believe', 'defense', 'best', 'conference', 'cant', 'wait', 'see', 'chess', 'match']",honestly  believe  defense  best  conference  cant  wait  see  chess  match
4,chess,1115,45688,"['admit', 'lost', 'faith', 'take', 'long', 'culpa', 'probabl', 'play', 'fabul', 'game', 'chess']","['admit', 'lost', 'faith', 'taking', 'long', 'culpa', 'probably', 'play', 'fabulous', 'game', 'chess']",admit  lost  faith  taking  long  culpa  probably  play  fabulous  game  chess
0,chess,32,7,"['day', 'check', 'kindli']","['day', 'check', 'kindly']",day  check  kindly
3,chess,1305,67107,"['bet', 'peopl', 'olden', 'day', 'play', 'nearli', 'much', 'chess', 'histor', 'drama', 'would', 'us', 'believ']","['bet', 'people', 'olden', 'day', 'play', 'nearly', 'much', 'chess', 'historical', 'drama', 'would', 'u', 'believe']",bet  people  olden  day  play  nearly  much  chess  historical  drama  would  u  believe
0,chess,1501,15487,"['pawn', 'remov', 'simplist', 'chess', 'move', 'bet', 'wrong', 'idol', 'mask', 'elabor', 'enough', 'draw', 'attent', 'window', 'close', 'truth', 'salv', 'draw', 'action', 'surfac', 'goodby']","['pawn', 'removed', 'simplistic', 'chess', 'move', 'bet', 'wrong', 'idol', 'mask', 'elaborate', 'enough', 'draw', 'attention', 'window', 'closed', 'truth', 'salve', 'draw', 'action', 'surface', 'goodbye']",pawn  removed  simplistic  chess  move  bet  wrong  idol  mask  elaborate  enough  draw  attention  window  closed  truth  salve  draw  action  surface  goodbye
1,chess,367,87334,['sorri'],['sorry'],sorry
4,chess,367,87334,"['voic', 'wife']","['voice', 'wife']",voice  wife
20,chess,13298,22215,"['like', 'watch', 'game', 'chess', 'play', 'know', 'money', 'expert', 'strategist', 'cool', 'custom', 'boot', 'say', 'odd', 'pois', 'make', 'checkmat', 'move', 'appropri', 'time']","['like', 'watching', 'game', 'chess', 'played', 'know', 'money', 'expert', 'strategist', 'cool', 'customer', 'boot', 'say', 'odds', 'poised', 'make', 'checkmate', 'move', 'appropriate', 'time']",like  watching  game  chess  played  know  money  expert  strategist  cool  customer  boot  say  odds  poised  make  checkmate  move  appropriate  time
0,chess,68,6082,"['would', 'like', 'say', 'connect', 'pool', 'may', 'strong', 'suit', 'yet', 'lose', 'singl', 'game', 'chess', 'ever', 'lost', 'one', 'game', 'literati', 'come']","['would', 'like', 'say', 'connect', 'pool', 'may', 'strong', 'suit', 'yet', 'lose', 'single', 'game', 'chess', 'ever', 'lost', 'one', 'game', 'literati', 'come']",would  like  say  connect  pool  may  strong  suit  yet  lose  single  game  chess  ever  lost  one  game  literati  come
364,chess,10664,14554,"['chess', 'vs', 'myer', 'battl', 'fuck', 'rap']","['chess', 'v', 'myers', 'battle', 'fucking', 'rap']",chess  v  myers  battle  fucking  rap
1,chess,488,1515,"['play', 'chess']","['playing', 'chess']",playing  chess
0,chess,0,3,"['crusti', 'chess', 'sport']","['crusty', 'chess', 'sport']",crusty  chess  sport
4,chess,1887,26602,"['mate', 'he', 'play', 'chess', 'keep', 'cite', 'freedom', 'freedom', 'mani', 'gun', 'said', 'freedom', 'innoc', 'folk', 'supermarket', 'movi', 'church', 'school', 'sandi', 'hook', 'bout', 'freedom', 'live', 'aliv', 'listen']","['mate', 'he', 'play', 'chess', 'keep', 'citing', 'freedom', 'freedom', 'many', 'gun', 'said', 'freedom', 'innocent', 'folk', 'supermarket', 'movie', 'church', 'school', 'sandy', 'hook', 'bout', 'freedom', 'live', 'alive', 'listen']",mate  he  play  chess  keep  citing  freedom  freedom  many  gun  said  freedom  innocent  folk  supermarket  movie  church  school  sandy  hook  bout  freedom  live  alive  listen
0,chess,843,5590,"['creat', 'speedi', 'buildup', 'quick', 'action', 'remain', 'open', 'move', 'chess', 'day']","['creates', 'speedy', 'buildup', 'quick', 'action', 'remains', 'opening', 'move', 'chess', 'day']",creates  speedy  buildup  quick  action  remains  opening  move  chess  day
0,chess,1,1329,"['chess', 'look', 'like', 'quantum', 'mechan', 'chess', 'compar', 'whatev', 'play', 'trump']","['chess', 'look', 'like', 'quantum', 'mechanic', 'chess', 'compared', 'whatever', 'playing', 'trump']",chess  look  like  quantum  mechanic  chess  compared  whatever  playing  trump
0,chess,9,43,"['nastiest', 'commerci', 'ever', 'dude', 'play', 'chess', 'devil', 'final', 'remark', 'still', 'rememb', 'beat']","['nastiest', 'commercial', 'ever', 'dude', 'playing', 'chess', 'devil', 'final', 'remark', 'still', 'remember', 'beat']",nastiest  commercial  ever  dude  playing  chess  devil  final  remark  still  remember  beat
0,chess,23,12378,"['think', 'white', 'win', 'move', 'bot', 'predict', 'chess', 'board']","['think', 'white', 'win', 'move', 'bot', 'predict', 'chess', 'board']",think  white  win  move  bot  predict  chess  board
0,chess,131,981,"['check', 'chess', 'set', 'made', 'vintag', 'piec', 'board', 'via']","['check', 'chess', 'set', 'made', 'vintage', 'piece', 'board', 'via']",check  chess  set  made  vintage  piece  board  via
3,chess,67344,47402,"['chess', 'good', 'pick', 'intellig', 'diverg', 'think', 'partner', 'thing', 'get', 'bore', 'quickli']","['chess', 'good', 'pick', 'intelligent', 'divergent', 'thinking', 'partner', 'thing', 'get', 'boring', 'quickly']",chess  good  pick  intelligent  divergent  thinking  partner  thing  get  boring  quickly
0,chess,2521,17038,"['right', 'dimension', 'chess', 'pure', 'short', 'term', 'think']","['right', 'dimensional', 'chess', 'pure', 'short', 'term', 'thinking']",right  dimensional  chess  pure  short  term  thinking
1,chess,4305,106010,"['orgasm', 'ever', 'one', 'night', 'challeng', 'old', 'guy', 'park', 'speed', 'chess', 'felt', 'asham', 'first', 'loos', 'final', 'beat', 'third', 'night', 'meant', 'pension', 'book']","['orgasm', 'ever', 'one', 'night', 'challenged', 'old', 'guy', 'park', 'speed', 'chess', 'felt', 'ashamed', 'first', 'loosing', 'finally', 'beat', 'third', 'night', 'meant', 'pension', 'book']",orgasm  ever  one  night  challenged  old  guy  park  speed  chess  felt  ashamed  first  loosing  finally  beat  third  night  meant  pension  book
