likes,sport,followers,statuses_count,text_stemmed,text_lemmatized,text_string
0,basketball,12,21712,"['know', 'one', 'point', 'better', 'rememb', 'realli', 'good', 'basketbal']","['know', 'one', 'point', 'better', 'remember', 'really', 'good', 'basketball']",know  one  point  better  remember  really  good  basketball
0,basketball,2952,3674,"['basketbal', 'look', 'readi']","['basketball', 'look', 'ready']",basketball  look  ready
1,basketball,1626,5028,"['offici', 'less', 'week', 'away', 'kick', 'amp', 'season', 'park', 'join', 'us', 'day', 'fill', 'basketbal', 'giveaway', 'meet', 'team', 'amp', 'registr', 'still', 'avail', 'info']","['officially', 'le', 'week', 'away', 'kick', 'amp', 'season', 'park', 'join', 'u', 'day', 'filled', 'basketball', 'giveaway', 'meet', 'team', 'amp', 'registration', 'still', 'available', 'info']",officially  le  week  away  kick  amp  season  park  join  u  day  filled  basketball  giveaway  meet  team  amp  registration  still  available  info
131,basketball,12015,20510,"['arguabl', 'best', 'basketbal', 'player', 'world', 'live', 'new', 'celebr', 'st', 'birthday', 'play', 'pop', 'shot', 'buster']","['arguably', 'best', 'basketball', 'player', 'world', 'life', 'new', 'celebrated', 'st', 'birthday', 'playing', 'pop', 'shot', 'buster']",arguably  best  basketball  player  world  life  new  celebrated  st  birthday  playing  pop  shot  buster
344,basketball,8168,37147,"['watch', 'basketbal', 'understand', 'game', 'figur', 'foul', 'call', 'ya', 'feel', 'basketbal', 'fan', 'kayo', 'year', 'ago', 'need', 'guy', 'cheer', 'oh', 'kayo', 'winner', 'kayo', 'joke']","['watch', 'basketball', 'understand', 'game', 'figure', 'foul', 'called', 'ya', 'feeling', 'basketball', 'fan', 'kayo', 'year', 'ago', 'needed', 'guy', 'cheer', 'oh', 'kayo', 'winner', 'kayo', 'joke']",watch  basketball  understand  game  figure  foul  called  ya  feeling  basketball  fan  kayo  year  ago  needed  guy  cheer  oh  kayo  winner  kayo  joke
152,basketball,1403,2750,"['today', 'east', 'made', 'unoffici', 'visit', 'basketbal']","['today', 'east', 'made', 'unofficial', 'visit', 'basketball']",today  east  made  unofficial  visit  basketball
2229,basketball,1754150,2434,"['brutal', 'everi', 'day', 'stori', 'like', 'suffer', 'kid', 'margin', 'ford', 'make', 'youth', 'sport', 'less', 'access']","['brutal', 'every', 'day', 'story', 'like', 'suffers', 'kid', 'marginalized', 'ford', 'making', 'youth', 'sport', 'le', 'accessible']",brutal  every  day  story  like  suffers  kid  marginalized  ford  making  youth  sport  le  accessible
323,basketball,15983,145056,"['watch', 'peopl', 'play', 'jam', 'shoot', 'analyt', 'realli', 'ruin', 'basketbal']","['watching', 'people', 'play', 'jam', 'shooting', 'analytics', 'really', 'ruined', 'basketball']",watching  people  play  jam  shooting  analytics  really  ruined  basketball
0,basketball,924,8605,"['hail', 'god']","['hail', 'god']",hail  god
1,basketball,13840,12507,"['play', 'basketbal', 'colleg', 'coach', 'middl', 'school', 'boy', 'basketbal', 'tri', 'one', 'year', 'coach', 'leagu', 'live', 'northern', 'live', 'past', 'ten', 'year', 'step', 'notch', 'recent']","['played', 'basketball', 'college', 'coached', 'middle', 'school', 'boy', 'basketball', 'tried', 'one', 'year', 'coaching', 'league', 'live', 'northern', 'living', 'past', 'ten', 'year', 'stepped', 'notch', 'recently']",played  basketball  college  coached  middle  school  boy  basketball  tried  one  year  coaching  league  live  northern  living  past  ten  year  stepped  notch  recently
0,basketball,63,883,"['basketbal', 'yogi']","['basketball', 'yogi']",basketball  yogi
1286,basketball,24167,18104,"['tom', 'mark', 'great', 'footbal', 'basketbal']","['tom', 'mark', 'greatness', 'football', 'basketball']",tom  mark  greatness  football  basketball
0,basketball,539,3491,"['look', 'like', 'basketbal']","['look', 'like', 'basketball']",look  like  basketball
0,basketball,881,66792,"['analysi', 'three', 'takeaway', 'red', 'blue', 'game', 'basketbal']","['analysis', 'three', 'takeaway', 'red', 'blue', 'game', 'basketball']",analysis  three  takeaway  red  blue  game  basketball
21,basketball,306,402,"['basketbal', 'season', 'almost', 'upon', 'us', 'cant', 'wait']","['basketball', 'season', 'almost', 'upon', 'u', 'cant', 'wait']",basketball  season  almost  upon  u  cant  wait
5,basketball,2710,5974,"['took', 'court', 'morn', 'led', 'practic', 'first', 'time', 'head', 'coach', 'ask', 'got', 'sleep', 'last', 'night', 'anticip', 'morn', 'laugh', 'said', 'realli', 'seem', 'like']","['took', 'court', 'morning', 'led', 'practice', 'first', 'time', 'head', 'coach', 'asked', 'got', 'sleep', 'last', 'night', 'anticipation', 'morning', 'laughed', 'said', 'really', 'seems', 'like']",took  court  morning  led  practice  first  time  head  coach  asked  got  sleep  last  night  anticipation  morning  laughed  said  really  seems  like
3,basketball,2059,14813,"['love', 'play', 'basketbal', 'love', 'everyth', 'come']","['love', 'playing', 'basketball', 'love', 'everything', 'come']",love  playing  basketball  love  everything  come
0,basketball,9,565,"['petit', 'remov', 'allow', 'pleas', 'sign']","['petition', 'remove', 'allowing', 'please', 'sign']",petition  remove  allowing  please  sign
0,basketball,881,66792,"['hunt', 'nation', 'stardom', 'basketbal']","['hunting', 'national', 'stardom', 'basketball']",hunting  national  stardom  basketball
0,basketball,2152,238146,"['new', 'video', 'seri', 'highlight', 'nation', 'basketbal', 'associ', 'news']","['new', 'video', 'series', 'highlight', 'national', 'basketball', 'association', 'news']",new  video  series  highlight  national  basketball  association  news
19,basketball,1515,8236,"['nice', 'contribut', 'et', 'analysi', 'injuri', 'profession', 'basketbal', 'team', 'season', 'attend', 'physiotherapist']","['nice', 'contribution', 'et', 'analysis', 'injury', 'professional', 'basketball', 'team', 'season', 'attended', 'physiotherapist']",nice  contribution  et  analysis  injury  professional  basketball  team  season  attended  physiotherapist
23960,basketball,1140,66294,"['go', 'see', 'one', 'last', 'time', 'closur', 'answer', 'door', 'beater', 'basketbal', 'short', 'slide']","['go', 'see', 'one', 'last', 'time', 'closure', 'answer', 'door', 'beater', 'basketball', 'short', 'slide']",go  see  one  last  time  closure  answer  door  beater  basketball  short  slide
0,basketball,1713,34565,"['okay', 'footbal', 'season', 'leav', 'basketbal']","['okay', 'football', 'season', 'leave', 'basketball']",okay  football  season  leave  basketball
0,basketball,512,19921,"['done', 'ran', 'mile', 'play', 'basketbal', 'tie']","['done', 'ran', 'mile', 'played', 'basketball', 'tied']",done  ran  mile  played  basketball  tied
0,basketball,13592,86143,"['help', 'make', 'kid', 'dream', 'come', 'true', 'peopl', 'day', 'donat', 'least', 'pleas']","['help', 'make', 'kid', 'dream', 'come', 'true', 'people', 'day', 'donate', 'least', 'please']",help  make  kid  dream  come  true  people  day  donate  least  please
0,basketball,638,102071,"['coloni', 'middl', 'basketbal', 'team']","['colonial', 'middle', 'basketball', 'team']",colonial  middle  basketball  team
0,basketball,3669,68125,"['train', 'camp']","['training', 'camp']",training  camp
0,basketball,46440,85009,"['train', 'camp']","['training', 'camp']",training  camp
14,basketball,3952,27050,"['spring', 'high', 'senior', 'forward', 'commit', 'continu', 'basketbal', 'career', 'univers', 'footbal']","['spring', 'high', 'senior', 'forward', 'committed', 'continue', 'basketball', 'career', 'university', 'football']",spring  high  senior  forward  committed  continue  basketball  career  university  football
0,basketball,18,509,"['real', 'regain', 'top', 'spot', 'la', 'goalless', 'derbi', 'saw', 'move', 'surpris', 'packag', 'maintain', 'small', 'lead', 'crowd', 'chase', 'pack', 'love', 'basketbal']","['real', 'regained', 'top', 'spot', 'la', 'goalless', 'derby', 'saw', 'move', 'surprise', 'package', 'maintain', 'small', 'lead', 'crowded', 'chasing', 'pack', 'love', 'basketball']",real  regained  top  spot  la  goalless  derby  saw  move  surprise  package  maintain  small  lead  crowded  chasing  pack  love  basketball
0,basketball,3074,54710,"['save', 'basketbal', 'gear', 'equip', 'apparel', 'deal']","['save', 'basketball', 'gear', 'equipment', 'apparel', 'deal']",save  basketball  gear  equipment  apparel  deal
0,basketball,9,565,"['petit', 'remov', 'allow', 'doubl', 'standard']","['petition', 'remove', 'allowing', 'double', 'standard']",petition  remove  allowing  double  standard
0,basketball,380,6610,"['need', 'basketbal', 'begin', 'alreadi']","['need', 'basketball', 'begin', 'already']",need  basketball  begin  already
41,basketball,2000,7500,"['someon', 'never', 'play', 'basketbal', 'tell', 'play', 'basketbal']","['someone', 'never', 'played', 'basketball', 'tell', 'play', 'basketball']",someone  never  played  basketball  tell  play  basketball
19,basketball,26601,51806,"['basketbal', 'host', 'star', 'cg', 'weekend', 'offici', 'visit', 'recap', 'trip', 'talk', 'stand', 'recruit']","['basketball', 'hosted', 'star', 'cg', 'weekend', 'official', 'visit', 'recap', 'trip', 'talk', 'stand', 'recruitment']",basketball  hosted  star  cg  weekend  official  visit  recap  trip  talk  stand  recruitment
5,basketball,1054,8456,"['man', 'stop', 'hype', 'middl', 'schooler', 'embarrass', 'kid', 'stuff', 'like', 'go', 'viral', 'everyth', 'wrong', 'youth', 'basketbal', 'today']","['man', 'stop', 'hyping', 'middle', 'schoolers', 'embarrassing', 'kid', 'stuff', 'like', 'going', 'viral', 'everything', 'wrong', 'youth', 'basketball', 'today']",man  stop  hyping  middle  schoolers  embarrassing  kid  stuff  like  going  viral  everything  wrong  youth  basketball  today
0,basketball,3,19,"['footbal', 'basketbal', 'could', 'penalti', 'call', 'basic', 'everi', 'play']","['football', 'basketball', 'could', 'penalty', 'called', 'basically', 'every', 'play']",football  basketball  could  penalty  called  basically  every  play
768,basketball,1897,20087,"['quintessenti', 'academ', 'overachiev', 'bit', 'attitud', 'problem', 'basketbal', 'captain', 'wont', 'stop', 'flirt']","['quintessential', 'academic', 'overachiever', 'bit', 'attitude', 'problem', 'basketball', 'captain', 'wont', 'stop', 'flirting']",quintessential  academic  overachiever  bit  attitude  problem  basketball  captain  wont  stop  flirting
2,basketball,729,16021,"['basketbal', 'hey', 'feel']","['basketball', 'hey', 'feel']",basketball  hey  feel
2,basketball,682,59681,"['go', 'basketbal', 'hockey', 'footbal', 'game']","['go', 'basketball', 'hockey', 'football', 'game']",go  basketball  hockey  football  game
77,basketball,595,73127,"['drop', 'favorit', 'basketbal', 'player', 'lock', 'end']","['drop', 'favorite', 'basketball', 'player', 'lock', 'end']",drop  favorite  basketball  player  lock  end
809,basketball,71577,19437,"['beat', 'year', 'old', 'neighbor', 'game', 'pickup', 'basketbal']","['beat', 'year', 'old', 'neighbor', 'game', 'pickup', 'basketball']",beat  year  old  neighbor  game  pickup  basketball
0,basketball,2060,95896,"['cant', 'name', 'better', 'watch', 'basketbal']","['cant', 'name', 'better', 'watch', 'basketball']",cant  name  better  watch  basketball
5,basketball,44,24,"['way', 'repres', 'gator', 'today', 'basketbal', 'classic', 'countri', 'photo', 'shoot']","['way', 'represent', 'gator', 'today', 'basketball', 'classic', 'country', 'photo', 'shoot']",way  represent  gator  today  basketball  classic  country  photo  shoot
139,basketball,129844,259,"['talk', 'busi', 'basketbal', 'brand', 'north', 'amp']","['talk', 'business', 'basketball', 'branding', 'north', 'amp']",talk  business  basketball  branding  north  amp
0,basketball,539,13953,"['basketbal', 'natti', 'someth', 'choke', 'stop', 'embarrass']","['basketball', 'natty', 'something', 'choke', 'stop', 'embarrassing']",basketball  natty  something  choke  stop  embarrassing
0,basketball,9,565,"['petit', 'remov', 'allow', 'mess']","['petition', 'remove', 'allowing', 'mess']",petition  remove  allowing  mess
1,basketball,39184,20988,"['ask', 'question', 'gonna', 'make', 'note', 'like', 'lyric', 'lot', 'poetic', 'justic', 'love', 'basketbal', 'black', 'panther', 'got', 'game', 'juic', 'dead', 'pool', 'easi']","['asking', 'question', 'gonna', 'make', 'note', 'like', 'lyric', 'lot', 'poetic', 'justice', 'love', 'basketball', 'black', 'panther', 'got', 'game', 'juice', 'dead', 'pool', 'easy']",asking  question  gonna  make  note  like  lyric  lot  poetic  justice  love  basketball  black  panther  got  game  juice  dead  pool  easy
1,basketball,2,89,"['basketbal', 'soon', 'releas', 'sixth', 'signatur', 'shoe', 'know', 'one', 'think']","['basketball', 'soon', 'releasing', 'sixth', 'signature', 'shoe', 'know', 'one', 'think']",basketball  soon  releasing  sixth  signature  shoe  know  one  think
1,basketball,2148,9554,"['thunder', 'classic', 'sight', 'campu', 'today', 'former', 'thunder', 'pro', 'baller', 'mike', 'soy', 'return', 'special', 'gift', 'men', 'basketbal', 'coach', 'great', 'see', 'mike']","['thunder', 'classic', 'sighting', 'campus', 'today', 'former', 'thunder', 'pro', 'baller', 'mike', 'soy', 'returned', 'special', 'gift', 'men', 'basketball', 'coach', 'great', 'see', 'mike']",thunder  classic  sighting  campus  today  former  thunder  pro  baller  mike  soy  returned  special  gift  men  basketball  coach  great  see  mike
17,basketball,3053,22048,"['posit', 'affect', 'local', 'girl', 'basketbal', 'commun', 'whole', 'program', 'gym', 'shut', 'forc', 'reloc', 'histori', 'what', 'next']","['positively', 'affected', 'local', 'girl', 'basketball', 'community', 'whole', 'program', 'gym', 'shutting', 'forcing', 'relocate', 'history', 'whats', 'next']",positively  affected  local  girl  basketball  community  whole  program  gym  shutting  forcing  relocate  history  whats  next
0,basketball,1041,16262,"['see', 'northwestern', 'basketbal', 'fort', 'myer', 'buy', 'ticket', 'packag', 'tournament', 'game', 'cheapest', 'ticket', 'buck', 'sale']","['see', 'northwestern', 'basketball', 'fort', 'myers', 'buy', 'ticket', 'package', 'tournament', 'game', 'cheapest', 'ticket', 'buck', 'sale']",see  northwestern  basketball  fort  myers  buy  ticket  package  tournament  game  cheapest  ticket  buck  sale
0,basketball,9,565,"['petit', 'remov', 'allow', 'nonsens']","['petition', 'remove', 'allowing', 'nonsense']",petition  remove  allowing  nonsense
27,basketball,1275,3705,"['thank', 'everyon', 'came', 'class', 'basketbal', 'tournament', 'special', 'congratul', 'winner', 'tournament', 'kid', 'compos', 'member', 'continu']","['thank', 'everyone', 'came', 'class', 'basketball', 'tournament', 'special', 'congratulation', 'winner', 'tournament', 'kid', 'composed', 'member', 'continue']",thank  everyone  came  class  basketball  tournament  special  congratulation  winner  tournament  kid  composed  member  continue
184,basketball,470,7232,"['take', 'shot', 'everi', 'time', 'person', 'bring', 'univers', 'world', 'rank', 'beat', 'basketbal']","['take', 'shot', 'every', 'time', 'person', 'brings', 'university', 'world', 'ranking', 'beat', 'basketball']",take  shot  every  time  person  brings  university  world  ranking  beat  basketball
40,basketball,7093,15760,"['man', 'took', 'chanc', 'believ', 'gave', 'opportun', 'grate', 'legendari', 'ad', 'bill', 'hire', 'age', 'start', 'first', 'women', 'program', 'basketbal', 'built', 'win', 'tradit', 'earn', 'school', 'first', 'nation', 'championship']","['man', 'took', 'chance', 'believed', 'gave', 'opportunity', 'grateful', 'legendary', 'ad', 'bill', 'hired', 'age', 'started', 'first', 'woman', 'program', 'basketball', 'built', 'winning', 'tradition', 'earned', 'school', 'first', 'national', 'championship']",man  took  chance  believed  gave  opportunity  grateful  legendary  ad  bill  hired  age  started  first  woman  program  basketball  built  winning  tradition  earned  school  first  national  championship
38,basketball,137513,9860,"['send', 'regular', 'season', 'buzzer', 'squad', 'win', 'aggreg', 'play', 'group']","['sends', 'regular', 'season', 'buzzer', 'squad', 'win', 'aggregate', 'playing', 'group']",sends  regular  season  buzzer  squad  win  aggregate  playing  group
0,basketball,4,543,"['stop', 'prefer', 'soccer', 'basketbal']","['stopped', 'prefer', 'soccer', 'basketball']",stopped  prefer  soccer  basketball
4,basketball,1473,29153,"['readi', 'amp', 'excit', 'basketbal', 'season']","['ready', 'amp', 'excited', 'basketball', 'season']",ready  amp  excited  basketball  season
4,basketball,23156,40103,"['auburn', 'basketbal', 'player', 'coach', 'staff', 'receiv', 'final', 'four', 'ring', 'ring', 'present', 'halftim', 'auburn', 'state', 'footbal', 'game']","['auburn', 'basketball', 'player', 'coach', 'staff', 'receiving', 'final', 'four', 'ring', 'ring', 'presentation', 'halftime', 'auburn', 'state', 'football', 'game']",auburn  basketball  player  coach  staff  receiving  final  four  ring  ring  presentation  halftime  auburn  state  football  game
4,basketball,1546,2693,"['member', 'team', 'men', 'basketbal', 'team', 'march', 'spirit', 'parad', 'beth', 'wish', 'well', 'parad']","['member', 'team', 'men', 'basketball', 'team', 'marched', 'spirit', 'parade', 'beth', 'wished', 'well', 'parade']",member  team  men  basketball  team  marched  spirit  parade  beth  wished  well  parade
1,basketball,315,6328,"['tell', 'us', 'butch', 'relationship', 'better', 'alon', 'messeng', 'lamb', 'god', 'school', 'basketbal', 'kind']","['tell', 'u', 'butch', 'relationship', 'better', 'alone', 'messenger', 'lamb', 'god', 'school', 'basketball', 'kind']",tell  u  butch  relationship  better  alone  messenger  lamb  god  school  basketball  kind
0,basketball,30,653,"['track', 'basketbal', 'footbal']","['track', 'basketball', 'football']",track  basketball  football
0,basketball,7577,18916,"['basketbal', 'gt', 'gt', 'high', 'school', 'jersey', 'auction', 'gt']","['basketball', 'gt', 'gt', 'high', 'school', 'jersey', 'auction', 'gt']",basketball  gt  gt  high  school  jersey  auction  gt
68,basketball,2311,58220,"['sup', 'name', 'troy', 'basketbal', 'game', 'borderland']","['sup', 'name', 'troy', 'basketball', 'game', 'borderland']",sup  name  troy  basketball  game  borderland
0,basketball,49,188,"['one', 'look', 'like', 'basketbal']","['one', 'look', 'like', 'basketball']",one  look  like  basketball
6,basketball,74,1531,"['slam', 'dunk', 'simpl', 'colleg', 'student', 'crush', 'next', 'captain', 'basketbal', 'team', 'ever', 'sinc', 'join', 'team', 'alway', 'game', 'one', 'day', 'notic', 'ask', 'date', 'could', 'go', 'wrong']","['slam', 'dunk', 'simple', 'college', 'student', 'crush', 'next', 'captain', 'basketball', 'team', 'ever', 'since', 'joined', 'team', 'always', 'game', 'one', 'day', 'notice', 'asks', 'date', 'could', 'go', 'wrong']",slam  dunk  simple  college  student  crush  next  captain  basketball  team  ever  since  joined  team  always  game  one  day  notice  asks  date  could  go  wrong
11,basketball,32084,68490,"['basketbal', 'player', 'etc', 'drop', 'basketbal', 'player']","['basketball', 'player', 'etc', 'drop', 'basketball', 'player']",basketball  player  etc  drop  basketball  player
168,basketball,7319,21035,"['local', 'basketbal', 'page', 'ignor', 'women', 'post', 'femal', 'player']","['local', 'basketball', 'page', 'ignore', 'woman', 'post', 'female', 'player']",local  basketball  page  ignore  woman  post  female  player
0,basketball,191,3748,"['footbal', 'basketbal']","['football', 'basketball']",football  basketball
1,basketball,2324,24299,"['hold', 'basketbal']","['holding', 'basketball']",holding  basketball
0,basketball,415,17243,"['watch', 'colleg', 'basketbal', 'time', 'certain', 'man', 'interest', 'becam', 'noth', 'date', 'call', 'text', 'back', 'liter', 'never', 'met', 'move']","['watching', 'college', 'basketball', 'time', 'certain', 'man', 'interested', 'became', 'nothing', 'date', 'call', 'text', 'back', 'literally', 'never', 'met', 'moved']",watching  college  basketball  time  certain  man  interested  became  nothing  date  call  text  back  literally  never  met  moved
97,basketball,551935,5458,"['alway', 'easi', 'fight', 'toward', 'someth', 'wake', 'drive', 'better', 'parker', 'shine', 'light', 'dedic', 'game', 'basketbal']","['always', 'easy', 'fighting', 'towards', 'something', 'wake', 'drive', 'better', 'parker', 'shine', 'light', 'dedication', 'game', 'basketball']",always  easy  fighting  towards  something  wake  drive  better  parker  shine  light  dedication  game  basketball
0,basketball,376,11197,"['differ', 'name', 'basketbal', 'ball', 'hop', 'scotch']","['different', 'name', 'basketball', 'ball', 'hop', 'scotch']",different  name  basketball  ball  hop  scotch
14,basketball,30407,37143,"['basketbal', 'photo', 'shoot', 'power']","['basketball', 'photo', 'shoot', 'powered']",basketball  photo  shoot  powered
0,basketball,681,10674,"['happi', 'greatest', 'player', 'ever', 'touch', 'basketbal', 'comeback', 'gone', 'real', 'bro']","['happy', 'greatest', 'player', 'ever', 'touch', 'basketball', 'comeback', 'gone', 'real', 'bro']",happy  greatest  player  ever  touch  basketball  comeback  gone  real  bro
0,basketball,1946,34458,"['chase', 'colleg', 'basketbal', 'team', 'opportun', 'play', 'next', 'level', 'opportun', 'worth', 'take']","['chase', 'college', 'basketball', 'team', 'opportunity', 'play', 'next', 'level', 'opportunity', 'worth', 'taking']",chase  college  basketball  team  opportunity  play  next  level  opportunity  worth  taking
0,basketball,117,1252,"['embarrass', 'thing', 'basketbal', 'watch', 'team', 'hold', 'ball', 'last', 'minut', 'second', 'there', 'way', 'come', 'back', 'lead']","['embarrassing', 'thing', 'basketball', 'watching', 'team', 'hold', 'ball', 'last', 'minute', 'second', 'there', 'way', 'come', 'back', 'lead']",embarrassing  thing  basketball  watching  team  hold  ball  last  minute  second  there  way  come  back  lead
0,basketball,9,392,"['footbal', 'sport', 'wont', 'good', 'basketbal', 'year', 'either']","['football', 'sport', 'wont', 'good', 'basketball', 'year', 'either']",football  sport  wont  good  basketball  year  either
1,basketball,78,48,"['student', 'section', 'shirt', 'sold', 'week', 'make', 'sure', 'buy', 'one', 'night', 'also', 'wear', 'basketbal']","['student', 'section', 'shirt', 'sold', 'week', 'make', 'sure', 'buy', 'one', 'night', 'also', 'wearing', 'basketball']",student  section  shirt  sold  week  make  sure  buy  one  night  also  wearing  basketball
3,basketball,24,48,"['day', 'colleg', 'basketbal', 'season', 'tip', 'day', 'begin', 'top', 'player', 'countdown', 'list', 'player', 'day', 'culmin', 'player', 'th', 'stay', 'tune', 'special', 'subscript', 'discount']","['day', 'college', 'basketball', 'season', 'tip', 'day', 'begin', 'top', 'player', 'countdown', 'list', 'player', 'day', 'culminating', 'player', 'th', 'stay', 'tuned', 'special', 'subscription', 'discount']",day  college  basketball  season  tip  day  begin  top  player  countdown  list  player  day  culminating  player  th  stay  tuned  special  subscription  discount
10,basketball,12164,44902,['via'],['via'],via
0,basketball,14062,205192,"['white', 'amp', 'red', 'bull', 'basketbal', 'throwback', 'jersey']","['white', 'amp', 'red', 'bull', 'basketball', 'throwback', 'jersey']",white  amp  red  bull  basketball  throwback  jersey
63,basketball,15999,11500,"['congratul', 'longtim', 'partner', 'jack', 'year', 'correspond', 'jack', 'retir', 'today', 'cover', 'game', 'basketbal', 'game', 'jack', 'love', 'respect', 'person', 'ever', 'known', 'busi', 'thank', 'jack']","['congratulation', 'longtime', 'partner', 'jack', 'year', 'correspondent', 'jack', 'retiring', 'today', 'covering', 'game', 'basketball', 'game', 'jack', 'loved', 'respected', 'person', 'ever', 'known', 'business', 'thank', 'jack']",congratulation  longtime  partner  jack  year  correspondent  jack  retiring  today  covering  game  basketball  game  jack  loved  respected  person  ever  known  business  thank  jack
0,basketball,3024,40609,"['white', 'pinstrip', 'carter', 'basketbal', 'throwback', 'jersey']","['white', 'pinstriped', 'carter', 'basketball', 'throwback', 'jersey']",white  pinstriped  carter  basketball  throwback  jersey
0,basketball,58,40,"['softbal', 'gymnast', 'say', 'also', 'last', 'time', 'made', 'final', 'four', 'men', 'basketbal']","['softball', 'gymnastics', 'say', 'also', 'last', 'time', 'made', 'final', 'four', 'men', 'basketball']",softball  gymnastics  say  also  last  time  made  final  four  men  basketball
2,basketball,75,458,"['forget', 'tomorrow', 'basketbal', 'meet', 'right', 'school']","['forget', 'tomorrow', 'basketball', 'meeting', 'right', 'school']",forget  tomorrow  basketball  meeting  right  school
0,basketball,132,163,"['anoth', 'great', 'weekend', 'girl', 'basketbal', 'top', 'camp']","['another', 'great', 'weekend', 'girl', 'basketball', 'top', 'camp']",another  great  weekend  girl  basketball  top  camp
178,basketball,1439,15530,"['offici', 'th', 'th', 'grade', 'girl', 'basketbal', 'team', 'coach', 'boy', 'girl', 'club', 'think', 'exact', 'team', 'play', 'year', 'ago', 'crazi', 'happi', 'part', 'great', 'team', 'posit', 'environ', 'let', 'good', 'season']","['officially', 'th', 'th', 'grade', 'girl', 'basketball', 'team', 'coach', 'boy', 'girl', 'club', 'think', 'exact', 'team', 'played', 'year', 'ago', 'crazy', 'happy', 'part', 'great', 'team', 'positive', 'environment', 'let', 'good', 'season']",officially  th  th  grade  girl  basketball  team  coach  boy  girl  club  think  exact  team  played  year  ago  crazy  happy  part  great  team  positive  environment  let  good  season
0,basketball,2152,238146,"['media', 'day', 'say', 'la', 'clipper', 'leagu', 'best', 'duo', 'nation', 'basketbal', 'associ', 'news']","['medium', 'day', 'say', 'la', 'clipper', 'league', 'best', 'duo', 'national', 'basketball', 'association', 'news']",medium  day  say  la  clipper  league  best  duo  national  basketball  association  news
3,basketball,1221,39239,"['oh', 'basebal', 'basketbal', 'long', 'root']","['oh', 'baseball', 'basketball', 'long', 'root']",oh  baseball  basketball  long  root
0,basketball,1728,73007,"['media', 'day', 'say', 'la', 'clipper', 'leagu', 'best', 'duo', 'nation', 'basketbal', 'associ', 'news']","['medium', 'day', 'say', 'la', 'clipper', 'league', 'best', 'duo', 'national', 'basketball', 'association', 'news']",medium  day  say  la  clipper  league  best  duo  national  basketball  association  news
1,basketball,49,379,"['bless', 'spent', 'weekend', 'great', 'basketbal', 'mind']","['blessed', 'spent', 'weekend', 'great', 'basketball', 'mind']",blessed  spent  weekend  great  basketball  mind
18,basketball,1408,4111,"['peopl', 'mad', 'basketbal', 'like', 'get', 'mad', 'environ']","['people', 'mad', 'basketball', 'like', 'get', 'mad', 'environment']",people  mad  basketball  like  get  mad  environment
454,basketball,8,2,"['victor', 'thingamajig', 'number', 'sing', 'basketbal', 'player']","['victor', 'thingamajig', 'number', 'sing', 'basketball', 'player']",victor  thingamajig  number  sing  basketball  player
19,basketball,38069,25048,"['opal', 'opal', 'superstar', 'name', 'women', 'cup', 'star', 'five', 'averag', 'point', 'rebound', 'assist', 'steal', 'block', 'minut', 'stori']","['opal', 'opal', 'superstar', 'named', 'woman', 'cup', 'star', 'five', 'averaged', 'point', 'rebound', 'assist', 'steal', 'block', 'minute', 'story']",opal  opal  superstar  named  woman  cup  star  five  averaged  point  rebound  assist  steal  block  minute  story
327,basketball,464,27868,"['got', 'cut', 'basketbal', 'team', 'freshman', 'year', 'meet', 'coach', 'said', 'solid', 'shooter', 'ball', 'ever', 'realli', 'person', 'met', 'entir', 'life', 'hand', 'slow', 'shit', 'still', 'laugh', 'today']","['got', 'cut', 'basketball', 'team', 'freshman', 'year', 'meeting', 'coach', 'said', 'solid', 'shooter', 'ball', 'ever', 'really', 'person', 'met', 'entire', 'life', 'hand', 'slow', 'shit', 'still', 'laugh', 'today']",got  cut  basketball  team  freshman  year  meeting  coach  said  solid  shooter  ball  ever  really  person  met  entire  life  hand  slow  shit  still  laugh  today
1,basketball,514,4208,"['basketbal', 'workout', 'earlier', 'cheer', 'team']","['basketball', 'workout', 'earlier', 'cheering', 'team']",basketball  workout  earlier  cheering  team
1,basketball,40,27,"['footbal', 'basketbal', 'answer', 'rate', 'decreas', 'pray', 'tiger']","['football', 'basketball', 'answer', 'rate', 'decreased', 'praying', 'tiger']",football  basketball  answer  rate  decreased  praying  tiger
0,basketball,290,8084,"['turn', 'colleg', 'basketbal']","['turning', 'college', 'basketball']",turning  college  basketball
11,basketball,24527,16084,"['attempt', 'marri', 'air', 'practic', 'amp', 'live', 'practic', 'creat', 'method', 'work', 'penetr', 'reaction', 'use', 'air', 'live', 'learn', 'air', 'drill', 'full', 'video', 'avail', 'member']","['attempt', 'marry', 'air', 'practice', 'amp', 'live', 'practice', 'created', 'method', 'working', 'penetration', 'reaction', 'using', 'air', 'live', 'learn', 'air', 'drill', 'full', 'video', 'available', 'member']",attempt  marry  air  practice  amp  live  practice  created  method  working  penetration  reaction  using  air  live  learn  air  drill  full  video  available  member
0,basketball,128,1160,"['footbal', 'season', 'amp', 'basketbal', 'season', 'best', 'time', 'year']","['football', 'season', 'amp', 'basketball', 'season', 'best', 'time', 'year']",football  season  amp  basketball  season  best  time  year
0,basketball,2152,238146,"['king', 'rocket', 'nation', 'basketbal', 'associ', 'news']","['king', 'rocket', 'national', 'basketball', 'association', 'news']",king  rocket  national  basketball  association  news
